company,meeting_date,meeting_type,motion_number,proposal,management_recommendation,hesta_vote,year,source
Macquarie Technology Group Ltd,2024-05-29,Special,2,Ratify Placement of Securities (Tranche 1 Placement),For,For,2024,glasslewis_detail
Macquarie Technology Group Ltd,2024-05-29,Special,3,Approve Issue of Securities (Tranche 2 Placement),For,For,2024,glasslewis_detail
Macquarie Technology Group Ltd,2023-11-30,Annual,1,Remuneration Report,For,For,2023,glasslewis_detail
Macquarie Technology Group Ltd,2023-11-30,Annual,2,Re-elect Aidan Tudehope,For,For,2023,glasslewis_detail
Macquarie Technology Group Ltd,2023-11-30,Annual,3,Elect Lisa Brock,For,For,2023,glasslewis_detail
Macquarie Technology Group Ltd,2023-11-30,Annual,4,Approve Increase in NEDs' Fee Cap,N/A,For,2023,glasslewis_detail
Magellan Financial Group Limited,2024-10-22,Annual,2,Remuneration Report,For,For,2024,glasslewis_detail
Magellan Financial Group Limited,2024-10-22,Annual,4,Equity Grant (Managing Director Sophia Rahmani),For,For,2024,glasslewis_detail
Magellan Financial Group Limited,2024-10-22,Annual,5,Approve Equity Plan,For,For,2024,glasslewis_detail
Magellan Financial Group Limited,2024-10-22,Annual,6,Board Spill (Conditional),Against,Against,2024,glasslewis_detail
Magellan Financial Group Limited,2023-11-08,Annual,2,Remuneration Report,For,Against,2023,glasslewis_detail
Magellan Financial Group Limited,2022-12-14,Special,1,Approve Increase in NEDs' Fee Cap,N/A,For,2022,glasslewis_detail
Magellan Financial Group Limited,2022-10-20,Annual,2,Remuneration Report,For,For,2022,glasslewis_detail
Magellan Financial Group Limited,2022-10-20,Annual,3,Elect Hamish McLennan,For,For,2022,glasslewis_detail
Magellan Financial Group Limited,2021-10-21,Annual,2,Remuneration Report,For,For,2021,glasslewis_detail
Magellan Financial Group Limited,2020-10-22,Annual,2,Remuneration Report,For,For,2020,glasslewis_detail
Magellan Financial Group Limited,2019-10-24,Annual,2,Remuneration Report,For,For,2019,glasslewis_detail
Magellan Financial Group Limited,2018-10-04,Annual,2,Remuneration Report,For,For,2018,glasslewis_detail
Magellan Financial Group Limited,2018-10-04,Annual,3,Re-elect Paul Lewis,For,For,2018,glasslewis_detail
Magellan Financial Group Limited,2017-10-12,Annual,2,Remuneration Report,For,For,2017,glasslewis_detail
Magellan Financial Group Limited,2017-10-12,Annual,5,Approve Increase in NEDs' Fee Cap,For,For,2017,glasslewis_detail
Magellan Financial Group Limited,2016-10-13,Annual,2,Remuneration Report,For,For,2016,glasslewis_detail
Magellan Financial Group Limited,2016-10-13,Annual,4,Approve Termination Payments,For,Against,2016,glasslewis_detail
Magontec Ltd.,2025-05-07,Annual,1,Remuneration Report,For,For,2025,glasslewis_detail
Magontec Ltd.,2025-05-07,Annual,2,Re-elect Andre Labuschagne,For,For,2025,glasslewis_detail
Magontec Ltd.,2025-05-07,Annual,3,Re-elect Atul Malhotra,For,For,2025,glasslewis_detail
Magontec Ltd.,2025-05-07,Annual,4,Equity Grant (Executive Chair Nicholas Andrews),For,For,2025,glasslewis_detail
Magontec Ltd.,2025-02-05,Special,1,Approve Memorandum of Settlement with Qinghai Salt Lake Magnesium Co Limited,For,For,2025,glasslewis_detail
Magontec Ltd.,2025-02-05,Special,2,Approve Selective Share Buy-Back,For,For,2025,glasslewis_detail
Magontec Ltd.,2024-05-15,Annual,1,Remuneration Report,For,For,2024,glasslewis_detail
Magontec Ltd.,2024-05-15,Annual,2,Re-elect Zhong Jun LI,For,Against,2024,glasslewis_detail
Magontec Ltd.,2024-05-15,Annual,3,Increase Cap of Magontec Global Incentive Plan,For,For,2024,glasslewis_detail
Magontec Ltd.,2024-05-15,Annual,4,Equity Grant (Executive Chair Nicholas Andrews),For,For,2024,glasslewis_detail
Magontec Ltd.,2024-05-15,Annual,5,APPROVAL OF MAGONTEC LONG-TERM INCENTIVE PLAN,For,For,2024,glasslewis_detail
Magontec Ltd.,2023-05-11,Annual,1,Re-elect Robert G. Kaye,For,For,2023,glasslewis_detail
Magontec Ltd.,2023-05-11,Annual,2,Elect Xingcai Li,For,For,2023,glasslewis_detail
Magontec Ltd.,2023-05-11,Annual,3,Increase cap of Magontec Global Incentive Plan,For,Against,2023,glasslewis_detail
Magontec Ltd.,2023-05-11,Annual,4,Approve amendments to Magontec Global Incentive Plan,For,Against,2023,glasslewis_detail
Magontec Ltd.,2023-05-11,Annual,6,Remuneration Report,For,Against,2023,glasslewis_detail
Magontec Ltd.,2023-05-11,Annual,7,Board Spill (Second Strike),Against,Against,2023,glasslewis_detail
Magontec Ltd.,2022-05-25,Annual,2,Remuneration Report,For,Against,2022,glasslewis_detail
Magontec Ltd.,2022-05-25,Annual,3,Re-elect Atul Malhotra,For,For,2022,glasslewis_detail
Magontec Ltd.,2022-05-25,Annual,4,Re-elect Andre Labuschagne,For,For,2022,glasslewis_detail
Magontec Ltd.,2022-05-25,Annual,5,Amendment to the 2020 Shareholder Approved Incentive Plan,For,For,2022,glasslewis_detail
Magontec Ltd.,2022-05-25,Annual,6,Equity Grant (Executive Chair Nicholas Andrews),For,Against,2022,glasslewis_detail
Magontec Ltd.,2021-08-06,Special,1,Approve Share Consolidation,For,For,2021,glasslewis_detail
Magontec Ltd.,2021-05-25,Annual,2,Remuneration Report,For,For,2021,glasslewis_detail
Magontec Ltd.,2021-05-25,Annual,3,Re-elect LI Zhongjun,For,Against,2021,glasslewis_detail
Magontec Ltd.,2021-05-25,Annual,4,Re-elect XIE Kangmin,For,For,2021,glasslewis_detail
Magontec Ltd.,2021-05-25,Annual,5,Equity Grant (Executive Chairman Nicholas Andrews),For,Against,2021,glasslewis_detail
Magontec Ltd.,2021-05-25,Annual,6,Amendments to Constitution,For,For,2021,glasslewis_detail
Magontec Ltd.,2020-07-29,Annual,2,Remuneration Report,For,For,2020,glasslewis_detail
Magontec Ltd.,2020-07-29,Annual,3,Re-elect Robert G. Kaye,For,For,2020,glasslewis_detail
Magontec Ltd.,2020-07-29,Annual,4,Approve Amendment to the 2017 Incentive Plan,For,For,2020,glasslewis_detail
Magontec Ltd.,2020-07-29,Annual,5,Approve the 2020 Incentive Plan and Amendment to the 2017 Incentive Plan,For,For,2020,glasslewis_detail
Magontec Ltd.,2020-07-29,Annual,6,Equity Grant (Executive Chair Nicholas Andrews),For,For,2020,glasslewis_detail
Magontec Ltd.,2020-07-29,Annual,7,Approve Issue of Securities,For,For,2020,glasslewis_detail
Magontec Ltd.,2019-05-10,Annual,2,Remuneration Report,For,For,2019,glasslewis_detail
Magontec Ltd.,2019-05-10,Annual,3,Elect Atul Malhotra,For,For,2019,glasslewis_detail
Magontec Ltd.,2019-05-10,Annual,4,Re-elect Andre W. Labuschagne,For,For,2019,glasslewis_detail
Magontec Ltd.,2019-05-10,Annual,5,Equity Grant (Executive Chair Nicholas Andrews),For,For,2019,glasslewis_detail
Magontec Ltd.,2019-05-10,Annual,6,Approve Amendments to the Rules of the Incentive Plans,For,For,2019,glasslewis_detail
Magontec Ltd.,2018-05-10,Annual,2,Remuneration Report,For,For,2018,glasslewis_detail
Magontec Ltd.,2018-05-10,Annual,3,Re-elect LI Zhongjun,For,Against,2018,glasslewis_detail
Magontec Ltd.,2018-05-10,Annual,4,Re-elect XIE Kangmin,For,For,2018,glasslewis_detail
Magontec Ltd.,2018-05-10,Annual,5,Equity Grant (Executive Chairman Nicholas Andrews),For,For,2018,glasslewis_detail
Magontec Ltd.,2018-05-10,Annual,6,Amendments to Constitution,For,For,2018,glasslewis_detail
Magontec Ltd.,2017-05-17,Annual,2,Remuneration Report,For,For,2017,glasslewis_detail
Magontec Ltd.,2017-05-17,Annual,3,Re-elect Robert G. Kaye,For,For,2017,glasslewis_detail
Magontec Ltd.,2017-05-17,Annual,4,Re-elect Robert Shaw,For,For,2017,glasslewis_detail
Magontec Ltd.,2017-05-17,Annual,5,Amendment to the 2013 Board Approved Incentive Plan,For,For,2017,glasslewis_detail
Magontec Ltd.,2017-05-17,Annual,6,Equity Grant - Shares (Executive Chairman Nicholas Andrews),For,Against,2017,glasslewis_detail
Magontec Ltd.,2017-05-17,Annual,7,Equity Grant - Performance Rights (Executive Chairman Nicholas Andrews),For,Against,2017,glasslewis_detail
Mainfreight,2020-07-30,Annual,1,Re-elect Bryan W. Mogridge,For,For,2020,glasslewis_detail
Mainfreight,2020-07-30,Annual,2,Authorise Board to Set Auditor's Fees,For,For,2020,glasslewis_detail
Mainfreight,2019-07-30,Annual,1,Re-elect Don Braid,For,For,2019,glasslewis_detail
Mainfreight,2019-07-30,Annual,2,Re-elect Simon Cotter,For,For,2019,glasslewis_detail
Mainfreight,2019-07-30,Annual,3,Re-elect Kate Parsons,For,For,2019,glasslewis_detail
Mainfreight,2019-07-30,Annual,4,Amendments to Constitution,For,For,2019,glasslewis_detail
Mainfreight,2019-07-30,Annual,5,Authorise Board to Set Auditor's Fees,For,For,2019,glasslewis_detail
Mainfreight,2018-07-26,Annual,1,Re-elect Bruce Plested,For,For,2018,glasslewis_detail
Mainfreight,2018-07-26,Annual,2,Re-elect Richard Prebble,For,For,2018,glasslewis_detail
Mainfreight,2018-07-26,Annual,3,Authorise Board to Set Auditor's Fees,For,For,2018,glasslewis_detail
Mainfreight,2017-07-27,Annual,1,Elect Kate Parsons,For,For,2017,glasslewis_detail
Mainfreight,2017-07-27,Annual,2,Elect Sue Tindal,For,For,2017,glasslewis_detail
Mainfreight,2017-07-27,Annual,3,Re-elect Simon Cotter,For,For,2017,glasslewis_detail
Mainfreight,2017-07-27,Annual,4,Re-elect Bryan Mogridge,For,For,2017,glasslewis_detail
Mainfreight,2017-07-27,Annual,5,Approve Increase in NEDs' Fee Cap,For,For,2017,glasslewis_detail
Mainfreight,2017-07-27,Annual,6,Authorise Board to Set Auditor's Fees,For,For,2017,glasslewis_detail
Mantra Group Limited,2018-05-18,Special,1,Scheme of Arrangement,For,For,2018,glasslewis_detail
Mantra Group Limited,2017-11-22,Annual,2,Remuneration Report,For,For,2017,glasslewis_detail
Mantra Group Limited,2017-11-22,Annual,3,Equity Grant (CEO Kerry R. East),For,For,2017,glasslewis_detail
Mantra Group Limited,2017-11-22,Annual,4,Approve the Rights Plan,For,For,2017,glasslewis_detail
Mantra Group Limited,2017-11-22,Annual,5,Approve NED Fee Sacrifice Equity Plan,For,For,2017,glasslewis_detail
Mantra Group Limited,2017-11-22,Annual,6,Renew Partial Takeover Provisions,For,For,2017,glasslewis_detail
Mantra Group Limited,2016-11-17,Annual,1,Re-elect Andrew Cummins,For,For,2016,glasslewis_detail
Mantra Group Limited,2016-11-17,Annual,2,Remuneration Report,For,For,2016,glasslewis_detail
Mantra Group Limited,2016-11-17,Annual,3,Equity Grant (CEO Bob East),For,For,2016,glasslewis_detail
Mantra Group Limited,2016-11-17,Annual,4,Ratify Placement of Securities,For,For,2016,glasslewis_detail
Marley Spoon AG`s,2021-06-11,Annual,2,Ratification of Management Board Acts,For,For,2021,glasslewis_detail
Marley Spoon AG`s,2021-06-11,Annual,3,Ratification of Supervisory Board Acts,For,For,2021,glasslewis_detail
Marley Spoon AG`s,2021-06-11,Annual,4,Appointment of Auditor,For,For,2021,glasslewis_detail
Marley Spoon AG`s,2021-06-11,Annual,6,Supervisory Board Remuneration Policy,For,For,2021,glasslewis_detail
Marley Spoon AG`s,2021-06-11,Annual,7,Stock Option Plan; Increase in Conditional Capital,For,For,2021,glasslewis_detail
Marley Spoon AG`s,2021-06-11,Annual,8,Increase in Authorised Capital,For,For,2021,glasslewis_detail
Marley Spoon AG`s,2021-06-11,Annual,9,Increase in Authorised Capital Pursuant to RSU Plan 2021/I,For,For,2021,glasslewis_detail
Marley Spoon AG`s,2021-06-11,Annual,10,Increase in Authorised Capital Pursuant to RSU Plan 2021/II,For,For,2021,glasslewis_detail
Marley Spoon AG`s,2021-06-11,Annual,11,Cancellation of Conditional Capital 2019/I,For,For,2021,glasslewis_detail
Marley Spoon AG`s,2021-06-11,Annual,12,Cancellation of Conditional Capital 2019/II,For,For,2021,glasslewis_detail
Marley Spoon AG`s,2021-06-11,Annual,13,Cancellation of Authorised Capital 2020/II,For,For,2021,glasslewis_detail
Marley Spoon AG`s,2021-06-11,Annual,14,Approve Share Option Program 2021,For,For,2021,glasslewis_detail
Marley Spoon AG`s,2021-06-11,Annual,15,Equity Grant (CEO Fabian Siegel),For,For,2021,glasslewis_detail
Marley Spoon AG`s,2021-06-11,Annual,16,Approve Restricted Stock Unit Program 2021,For,For,2021,glasslewis_detail
Marley Spoon AG`s,2021-06-11,Annual,17,Ratify Placement of Securities,For,For,2021,glasslewis_detail
Matrix Composities & engineering Ltd,2020-11-18,Annual,1,Re-elect Steven A. Cole,For,For,2020,glasslewis_detail
Matrix Composities & engineering Ltd,2020-11-18,Annual,2,Renew Equity Incentive Plan,For,For,2020,glasslewis_detail
Matrix Composities & engineering Ltd,2020-11-18,Annual,3,Equity Grant (MD/CEO Aaron Begley),For,For,2020,glasslewis_detail
Matrix Composities & engineering Ltd,2020-11-18,Annual,4,Remuneration Report,For,For,2020,glasslewis_detail
Matrix Composities & engineering Ltd,2019-11-14,Annual,1,Re-elect Craig N. Duncan,For,For,2019,glasslewis_detail
Matrix Composities & engineering Ltd,2019-11-14,Annual,2,Equity Grant (MD/CEO Aaron Bigley),For,For,2019,glasslewis_detail
Matrix Composities & engineering Ltd,2019-11-14,Annual,3,Remuneration Report,For,For,2019,glasslewis_detail
Matrix Composities & engineering Ltd,2018-11-08,Annual,1,Re-elect Peter J. Hood,For,For,2018,glasslewis_detail
Matrix Composities & engineering Ltd,2018-11-08,Annual,2,Equity Grant (MD/CEO Aaron Begley),For,For,2018,glasslewis_detail
Matrix Composities & engineering Ltd,2018-11-08,Annual,3,Remuneration Report,For,For,2018,glasslewis_detail
Matrix Composities & engineering Ltd,2017-11-08,Annual,1,Re-elect Steven A. Cole,For,For,2017,glasslewis_detail
Matrix Composities & engineering Ltd,2017-11-08,Annual,2,Renew Rights Plan,For,For,2017,glasslewis_detail
Matrix Composities & engineering Ltd,2017-11-08,Annual,3,Equity Grant (MD/CEO Aaron Begley),For,For,2017,glasslewis_detail
Matrix Composities & engineering Ltd,2017-11-08,Annual,4,Remuneration Report,For,For,2017,glasslewis_detail
Matrix Composities & engineering Ltd,2016-11-02,Annual,1,Re-Elect Craig N. Duncan,For,For,2016,glasslewis_detail
Matrix Composities & engineering Ltd,2016-11-02,Annual,2,Equity Grant (MD/CEO Aaron Begley),For,For,2016,glasslewis_detail
Matrix Composities & engineering Ltd,2016-11-02,Annual,3,Remuneration Report,For,For,2016,glasslewis_detail
Mayne Pharma Group Limited,2019-11-22,Annual,1,Re-elect Bruce Mathieson,For,Against,2019,glasslewis_detail
Mayne Pharma Group Limited,2019-11-22,Annual,2,Re-elect Bruce Robinson,For,For,2019,glasslewis_detail
Mayne Pharma Group Limited,2019-11-22,Annual,3,Remuneration Report,For,For,2019,glasslewis_detail
Mayne Pharma Group Limited,2019-11-22,Annual,4,Equity Grant (MD/CEO Scott Richards),For,For,2019,glasslewis_detail
Mayne Pharma Group Limited,2018-11-29,Annual,1,Re-elect Ian Scholes,For,For,2018,glasslewis_detail
Mayne Pharma Group Limited,2018-11-29,Annual,2,Re-elect Nancy Dolan,For,For,2018,glasslewis_detail
Mayne Pharma Group Limited,2018-11-29,Annual,3,Elect Frank Condella,For,For,2018,glasslewis_detail
Mayne Pharma Group Limited,2018-11-29,Annual,4,Elect Patrick Blake,For,For,2018,glasslewis_detail
Mayne Pharma Group Limited,2018-11-29,Annual,5,Remuneration Report,For,For,2018,glasslewis_detail
Mayne Pharma Group Limited,2018-11-29,Annual,6,Equity Grant (MD/CEO Scott Richards),For,For,2018,glasslewis_detail
Mayne Pharma Group Limited,2018-11-29,Annual,7,Approve Increase in NEDs' Fee Cap,For,For,2018,glasslewis_detail
Mayne Pharma Group Limited,2017-11-28,Annual,1,Re-elect Bruce Robinson,For,For,2017,glasslewis_detail
Mayne Pharma Group Limited,2017-11-28,Annual,2,Re-elect Roger Corbett,For,For,2017,glasslewis_detail
Mayne Pharma Group Limited,2017-11-28,Annual,3,Remuneration Report,For,For,2017,glasslewis_detail
Mayne Pharma Group Limited,2017-11-28,Annual,4,Equity Grant (MD/CEO Scott Richards),For,For,2017,glasslewis_detail
Mayne Pharma Group Limited,2016-11-29,Annual,1,Re-elect Ron Best,For,For,2016,glasslewis_detail
Mayne Pharma Group Limited,2016-11-29,Annual,2,Re-elect Bruce Mathieson,For,For,2016,glasslewis_detail
Mayne Pharma Group Limited,2016-11-29,Annual,3,Elect Nancy Dolan,For,For,2016,glasslewis_detail
Mayne Pharma Group Limited,2016-11-29,Annual,4,Remuneration Report,For,For,2016,glasslewis_detail
Mayne Pharma Group Limited,2016-11-29,Annual,5,Equity Grant (MD/CEO Scott Richards),For,For,2016,glasslewis_detail
Mayne Pharma Group Limited,2016-11-29,Annual,6,Ratify Placement of Securities,For,For,2016,glasslewis_detail
McMillan Shakespeare Ltd,2024-10-25,Annual,2,Remuneration Report,For,For,2024,glasslewis_detail
McMillan Shakespeare Ltd,2024-10-25,Annual,3,Re-elect Bruce Akhurst,For,For,2024,glasslewis_detail
McMillan Shakespeare Ltd,2024-10-25,Annual,4,Re-elect John Bennetts,For,For,2024,glasslewis_detail
McMillan Shakespeare Ltd,2024-10-25,Annual,5,Approve Executive Incentive Plan,For,For,2024,glasslewis_detail
McMillan Shakespeare Ltd,2024-10-25,Annual,6,Equity Grant (MD/CEO Rob De Luca),For,For,2024,glasslewis_detail
McMillan Shakespeare Ltd,2019-10-22,Annual,2,Remuneration Report,For,For,2019,glasslewis_detail
McMillan Shakespeare Ltd,2019-10-22,Annual,3,Re-elect Timothy M. Poole,For,For,2019,glasslewis_detail
McMillan Shakespeare Ltd,2019-10-22,Annual,4,Re-elect Ross Chessari,For,For,2019,glasslewis_detail
McMillan Shakespeare Ltd,2019-10-22,Annual,5,Equity Grant (MD/CEO Mike Salisbury),For,For,2019,glasslewis_detail
McMillan Shakespeare Ltd,2019-10-22,Annual,6,Renew Proportional Takeover Provisions,For,For,2019,glasslewis_detail
McMillan Shakespeare Ltd,2018-10-23,Annual,2,Remuneration Report,For,For,2018,glasslewis_detail
McMillan Shakespeare Ltd,2018-10-23,Annual,3,Re-elect John Bennetts,For,For,2018,glasslewis_detail
McMillan Shakespeare Ltd,2018-10-23,Annual,4,Re-elect Ian Elliot,For,For,2018,glasslewis_detail
McMillan Shakespeare Ltd,2018-10-23,Annual,5,Re-elect Helen Kurincic,For,For,2018,glasslewis_detail
McMillan Shakespeare Ltd,2018-10-23,Annual,6,Equity Grant (MD/CEO Mike Salisbury),For,For,2018,glasslewis_detail
McMillan Shakespeare Ltd,2017-10-24,Annual,2,Remuneration Report,For,For,2017,glasslewis_detail
McMillan Shakespeare Ltd,2017-10-24,Annual,3,Re-elect Timothy M. Poole,For,For,2017,glasslewis_detail
McMillan Shakespeare Ltd,2017-10-24,Annual,4,Re-elect Ross Chessari,For,For,2017,glasslewis_detail
McMillan Shakespeare Ltd,2017-10-24,Annual,5,Approve Long-Term Incentive Plan,For,For,2017,glasslewis_detail
McMillan Shakespeare Ltd,2017-10-24,Annual,6,Equity Grant (MD/CEO Mike Salisbury),For,For,2017,glasslewis_detail
McMillan Shakespeare Ltd,2016-10-25,Annual,2,Remuneration Report,For,For,2016,glasslewis_detail
McMillan Shakespeare Ltd,2016-10-25,Annual,3,Elect John Bennetts,For,For,2016,glasslewis_detail
McMillan Shakespeare Ltd,2016-10-25,Annual,4,Elect Ian Elliot,For,For,2016,glasslewis_detail
McMillan Shakespeare Ltd,2016-10-25,Annual,5,Elect Sue Dahn,For,For,2016,glasslewis_detail
McMillan Shakespeare Ltd,2016-10-25,Annual,6,Renew Proportional Takeover Provisions,For,For,2016,glasslewis_detail
Medibank Private Limited,2024-11-13,Annual,2,Re-elect Gerard Dalbosco,For,For,2024,glasslewis_detail
Medibank Private Limited,2024-11-13,Annual,3,Elect Jay Weatherill,For,For,2024,glasslewis_detail
Medibank Private Limited,2024-11-13,Annual,4,Remuneration Report,For,For,2024,glasslewis_detail
Medibank Private Limited,2024-11-13,Annual,5,Equity Grant (MD/CEO David Koczkar),For,For,2024,glasslewis_detail
Medibank Private Limited,2024-11-13,Annual,6,Amendment to Constitution,For,For,2024,glasslewis_detail
Medibank Private Limited,2024-11-13,Annual,7,Approve Increase in NEDs' Fee Cap,N/A,For,2024,glasslewis_detail
